team,type,line,american,decimal,impliedProb,n,successes,fails,ties,successRate,failRate,tieRate,ev
GB Packers,UNDER,9.5,-390,1.25641026,0.7959183650728863,100000,74387,25613,0,0.74387,0.25613,0,-0.06539409989380002
GB Packers,OVER,10.5,450,5.5,0.18181818181818182,100000,14064,85936,0,0.14064,0.85936,0,-0.22648000000000013
GB Packers,UNDER,10.5,-650,1.15384616,0.8666666620444444,100000,85936,14064,0,0.85936,0.14064,0,-0.008430763942399916
GB Packers,OVER,11.5,750,8.5,0.11764705882352941,100000,6437,93563,0,0.06437,0.93563,0,-0.452855
GB Packers,UNDER,11.5,-1600,1.0625,0.9411764705882353,100000,93563,6437,0,0.93563,0.06437,0,-0.005893124999999999
HOU Texans,OVER,2.5,-1600,1.0625,0.9411764705882353,100000,97080,2920,0,0.9708,0.0292,0,0.031475
HOU Texans,UNDER,2.5,800,9,0.1111111111111111,100000,2920,97080,0,0.0292,0.9708,0,-0.7372
HOU Texans,OVER,3.5,-750,1.13333334,0.8823529359861592,100000,92004,7996,0,0.92004,0.07996,0,0.04271200613360006
HOU Texans,UNDER,3.5,500,6,0.16666666666666666,100000,7996,92004,0,0.07996,0.92004,0,-0.5202399999999999
HOU Texans,OVER,4.5,-330,1.30303031,0.7674418563601947,100000,82811,17189,0,0.82811,0.17189,0,0.07905243001410006
HOU Texans,UNDER,4.5,240,3.4,0.29411764705882354,100000,17189,82811,0,0.17189,0.82811,0,-0.41557400000000005
HOU Texans,OVER,5.5,-160,1.625,0.6153846153846154,100000,69397,30603,0,0.69397,0.30603,0,0.12770125
HOU Texans,UNDER,5.5,130,2.3,0.4347826086956522,100000,30603,69397,0,0.30603,0.69397,0,-0.296131
HOU Texans,OVER,6.5,110,2.1,0.47619047619047616,100000,53088,46912,0,0.53088,0.46912,0,0.11484800000000006
HOU Texans,UNDER,6.5,-130,1.76923077,0.5652173910586011,100000,46912,53088,0,0.46912,0.53088,0,-0.1700184611776
HOU Texans,OVER,7.5,200,3,0.3333333333333333,100000,36331,63669,0,0.36331,0.63669,0,0.08993000000000007
HOU Texans,UNDER,7.5,-250,1.4,0.7142857142857143,100000,63669,36331,0,0.63669,0.36331,0,-0.10863400000000006
HOU Texans,OVER,8.5,330,4.3,0.23255813953488372,100000,22333,77667,0,0.22333,0.77667,0,-0.039680999999999966
HOU Texans,UNDER,8.5,-475,1.21052632,0.8260869536483931,100000,77667,22333,0,0.77667,0.22333,0,-0.05982052304559998
HOU Texans,OVER,9.5,550,6.5,0.15384615384615385,100000,11736,88264,0,0.11736,0.88264,0,-0.23715999999999993
HOU Texans,UNDER,9.5,-900,1.11111112,0.8999999928000001,100000,88264,11736,0,0.88264,0.11736,0,-0.019288881043200104
HOU Texans,OVER,10.5,1000,11,0.09090909090909091,100000,5279,94721,0,0.05279,0.94721,0,-0.41931000000000007
HOU Texans,UNDER,10.5,-3500,1.02857143,0.9722222208719137,100000,94721,5279,0,0.94721,0.05279,0,-0.02572685578970004
HOU Texans,OVER,11.5,1400,15,0.06666666666666667,100000,2023,97977,0,0.02023,0.97977,0,-0.69655
HOU Texans,UNDER,11.5,-5000,1.02,0.9803921568627451,100000,97977,2023,0,0.97977,0.02023,0,-0.0006345999999999852
HOU Texans,OVER,12.5,2000,21,0.047619047619047616,100000,611,99389,0,0.00611,0.99389,0,-0.8716900000000001
HOU Texans,UNDER,12.5,-10000,1.01,0.9900990099009901,100000,99389,611,0,0.99389,0.00611,0,0.003828900000000009
IND Colts,OVER,2.5,-2500,1.04,0.9615384615384615,100000,98315,1685,0,0.98315,0.01685,0,0.022476000000000034
IND Colts,UNDER,2.5,900,10,0.1,100000,1685,98315,0,0.01685,0.98315,0,-0.8314999999999999
IND Colts,OVER,3.5,-1000,1.1,0.9090909090909091,100000,94970,5030,0,0.9497,0.0503,0,0.044670000000000085
IND Colts,UNDER,3.5,650,7.5,0.13333333333333333,100000,5030,94970,0,0.0503,0.9497,0,-0.62275
IND Colts,OVER,4.5,-450,1.22222223,0.8181818129752066,100000,88320,11680,0,0.8832,0.1168,0,0.07946667353600005
IND Colts,UNDER,4.5,350,4.5,0.2222222222222222,100000,11680,88320,0,0.1168,0.8832,0,-0.4744
IND Colts,OVER,5.5,-225,1.44444445,0.6923076896449705,100000,77491,22509,0,0.77491,0.22509,0,0.11931444874949998
IND Colts,UNDER,5.5,180,2.8,0.35714285714285715,100000,22509,77491,0,0.22509,0.77491,0,-0.369748
IND Colts,OVER,6.5,-120,1.83333334,0.5454545434710744,100000,63000,37000,0,0.63,0.37,0,0.15500000420000004
IND Colts,UNDER,6.5,100,2,0.5,100000,37000,63000,0,0.37,0.63,0,-0.26
IND Colts,OVER,7.5,140,2.4,0.4166666666666667,100000,46443,53557,0,0.46443,0.53557,0,0.11463199999999996
IND Colts,UNDER,7.5,-175,1.57142858,0.6363636328925619,100000,53557,46443,0,0.53557,0.46443,0,-0.15838999540939996
IND Colts,OVER,8.5,250,3.5,0.2857142857142857,100000,30699,69301,0,0.30699,0.69301,0,0.07446499999999989
IND Colts,UNDER,8.5,-330,1.30303031,0.7674418563601947,100000,69301,30699,0,0.69301,0.30699,0,-0.09698696486689995
IND Colts,OVER,9.5,400,5,0.2,100000,17707,82293,0,0.17707,0.82293,0,-0.11465000000000003
IND Colts,UNDER,9.5,-550,1.18181819,0.846153840295858,100000,82293,17707,0,0.82293,0.17707,0,-0.027446356903299995
IND Colts,OVER,10.5,650,7.5,0.13333333333333333,100000,8729,91271,0,0.08729,0.91271,0,-0.345325
IND Colts,UNDER,10.5,-1000,1.1,0.9090909090909091,100000,91271,8729,0,0.91271,0.08729,0,0.003981000000000082
IND Colts,OVER,11.5,1100,12,0.08333333333333333,100000,3646,96354,0,0.03646,0.96354,0,-0.56248
IND Colts,UNDER,11.5,-3500,1.02857143,0.9722222208719137,100000,96354,3646,0,0.96354,0.03646,0,-0.008930284337800045
JAX Jaguars,OVER,4.5,-5000,1.02,0.9803921568627451,100000,98615,1385,0,0.98615,0.01385,0,0.005873000000000019
JAX Jaguars,UNDER,4.5,1400,15,0.06666666666666667,100000,1385,98615,0,0.01385,0.98615,0,-0.79225
JAX Jaguars,OVER,5.5,-1600,1.0625,0.9411764705882353,100000,95985,4015,0,0.95985,0.04015,0,0.019840625
JAX Jaguars,UNDER,5.5,850,9.5,0.10526315789473684,100000,4015,95985,0,0.04015,0.95985,0,-0.618575
JAX Jaguars,OVER,6.5,-1000,1.1,0.9090909090909091,100000,90389,9611,0,0.90389,0.09611,0,-0.005720999999999921
JAX Jaguars,UNDER,6.5,650,7.5,0.13333333333333333,100000,9611,90389,0,0.09611,0.90389,0,-0.27917499999999995
JAX Jaguars,OVER,7.5,-450,1.22222223,0.8181818129752066,100000,80974,19026,0,0.80974,0.19026,0,-0.010317771479799953
JAX Jaguars,UNDER,7.5,360,4.6,0.2173913043478261,100000,19026,80974,0,0.19026,0.80974,0,-0.12480400000000003
JAX Jaguars,OVER,8.5,-250,1.4,0.7142857142857143,100000,67205,32795,0,0.67205,0.32795,0,-0.05913000000000007
JAX Jaguars,UNDER,8.5,200,3,0.3333333333333333,100000,32795,67205,0,0.32795,0.67205,0,-0.016149999999999998
JAX Jaguars,OVER,9.5,-140,1.71428572,0.5833333313888889,100000,50168,49832,0,0.50168,0.49832,0,-0.1399771399904
JAX Jaguars,UNDER,9.5,120,2.2,0.45454545454545453,100000,49832,50168,0,0.49832,0.50168,0,0.09630400000000006
JAX Jaguars,OVER,10.5,125,2.25,0.4444444444444444,100000,33082,66918,0,0.33082,0.66918,0,-0.25565499999999997
JAX Jaguars,UNDER,10.5,-150,1.66666667,0.5999999988,100000,66918,33082,0,0.66918,0.33082,0,0.11530000223059994
JAX Jaguars,OVER,11.5,220,3.2,0.3125,100000,18874,81126,0,0.18874,0.81126,0,-0.39603199999999994
JAX Jaguars,UNDER,11.5,-280,1.35714286,0.7368421037119114,100000,81126,18874,0,0.81126,0.18874,0,0.10099571660359999
JAX Jaguars,OVER,12.5,400,5,0.2,100000,8766,91234,0,0.08766,0.91234,0,-0.5617000000000001
JAX Jaguars,UNDER,12.5,-550,1.18181819,0.846153840295858,100000,91234,8766,0,0.91234,0.08766,0,0.07822000746459999
JAX Jaguars,OVER,13.5,650,7.5,0.13333333333333333,100000,3317,96683,0,0.03317,0.96683,0,-0.751225
JAX Jaguars,UNDER,13.5,-1100,1.0909091,0.9166666590277779,100000,96683,3317,0,0.96683,0.03317,0,0.05472364515299997
JAX Jaguars,OVER,14.5,1400,15,0.06666666666666667,100000,899,99101,0,0.00899,0.99101,0,-0.86515
JAX Jaguars,UNDER,14.5,-5000,1.02,0.9803921568627451,100000,99101,899,0,0.99101,0.00899,0,0.010830200000000017
KC Chiefs,OVER,6.5,-5000,1.02,0.9803921568627451,100000,97413,2587,0,0.97413,0.02587,0,-0.006387399999999981
KC Chiefs,UNDER,6.5,1400,15,0.06666666666666667,100000,2587,97413,0,0.02587,0.97413,0,-0.61195
KC Chiefs,OVER,7.5,-2000,1.05,0.9523809523809523,100000,93295,6705,0,0.93295,0.06705,0,-0.020402499999999962
KC Chiefs,UNDER,7.5,900,10,0.1,100000,6705,93295,0,0.06705,0.93295,0,-0.3294999999999999
KC Chiefs,OVER,8.5,-1000,1.1,0.9090909090909091,100000,85736,14264,0,0.85736,0.14264,0,-0.05690399999999991
KC Chiefs,UNDER,8.5,650,7.5,0.13333333333333333,100000,14264,85736,0,0.14264,0.85736,0,0.06979999999999997
KC Chiefs,OVER,9.5,-500,1.2,0.8333333333333334,100000,73489,26511,0,0.73489,0.26511,0,-0.11813200000000004
KC Chiefs,UNDER,9.5,370,4.7,0.2127659574468085,100000,26511,73489,0,0.26511,0.73489,0,0.24601700000000004
KC Chiefs,OVER,10.5,-250,1.4,0.7142857142857143,100000,56846,43154,0,0.56846,0.43154,0,-0.20415600000000003
KC Chiefs,UNDER,10.5,200,3,0.3333333333333333,100000,43154,56846,0,0.43154,0.56846,0,0.29462
KC Chiefs,OVER,11.5,-140,1.71428572,0.5833333313888889,100000,38752,61248,0,0.38752,0.61248,0,-0.3356799977856001
KC Chiefs,UNDER,11.5,120,2.2,0.45454545454545453,100000,61248,38752,0,0.61248,0.38752,0,0.3474560000000002
KC Chiefs,OVER,12.5,125,2.25,0.4444444444444444,100000,22282,77718,0,0.22282,0.77718,0,-0.498655
KC Chiefs,UNDER,12.5,-155,1.6451613,0.607843133679354,100000,77718,22282,0,0.77718,0.22282,0,0.27858645913400004
KC Chiefs,OVER,13.5,250,3.5,0.2857142857142857,100000,10332,89668,0,0.10332,0.89668,0,-0.6383800000000001
KC Chiefs,UNDER,13.5,-320,1.3125,0.7619047619047619,100000,89668,10332,0,0.89668,0.10332,0,0.17689250000000004
KC Chiefs,OVER,14.5,500,6,0.16666666666666666,100000,3655,96345,0,0.03655,0.96345,0,-0.7807000000000001
KC Chiefs,UNDER,14.5,-750,1.13333334,0.8823529359861592,100000,96345,3655,0,0.96345,0.03655,0,0.09191000642300007
KC Chiefs,OVER,15.5,1100,12,0.08333333333333333,100000,842,99158,0,0.00842,0.99158,0,-0.89896
KC Chiefs,UNDER,15.5,-3000,1.03333334,0.9677419292403746,100000,99158,842,0,0.99158,0.00842,0,0.02463267327719999
LA Chargers,OVER,4.5,-3500,1.02857143,0.9722222208719137,100000,97754,2246,0,0.97754,0.02246,0,0.005469715682199953
LA Chargers,UNDER,4.5,1100,12,0.08333333333333333,100000,2246,97754,0,0.02246,0.97754,0,-0.73048
LA Chargers,OVER,5.5,-1400,1.07142858,0.9333333258666666,100000,93947,6053,0,0.93947,0.06053,0,0.00657500805260007
LA Chargers,UNDER,5.5,800,9,0.1111111111111111,100000,6053,93947,0,0.06053,0.93947,0,-0.45523
LA Chargers,OVER,6.5,-750,1.13333334,0.8823529359861592,100000,86643,13357,0,0.86643,0.13357,0,-0.01804599422379992
LA Chargers,UNDER,6.5,500,6,0.16666666666666666,100000,13357,86643,0,0.13357,0.86643,0,-0.1985800000000001
LA Chargers,OVER,7.5,-400,1.25,0.8,100000,74964,25036,0,0.74964,0.25036,0,-0.06295000000000003
LA Chargers,UNDER,7.5,300,4,0.25,100000,25036,74964,0,0.25036,0.74964,0,0.0014400000000001079
LA Chargers,OVER,8.5,-215,1.46511628,0.682539682106324,100000,59736,40264,0,0.59736,0.40264,0,-0.12479813897920006
LA Chargers,UNDER,8.5,170,2.7,0.37037037037037035,100000,40264,59736,0,0.40264,0.59736,0,0.0871280000000001
LA Chargers,OVER,9.5,-120,1.83333334,0.5454545434710744,100000,42730,57270,0,0.4273,0.5727,0,-0.216616663818
LA Chargers,UNDER,9.5,100,2,0.5,100000,57270,42730,0,0.5727,0.4273,0,0.14539999999999997
LA Chargers,OVER,10.5,140,2.4,0.4166666666666667,100000,26691,73309,0,0.26691,0.73309,0,-0.35941600000000007
LA Chargers,UNDER,10.5,-175,1.57142858,0.6363636328925619,100000,73309,26691,0,0.73309,0.26691,0,0.1519985777122001
LA Chargers,OVER,11.5,250,3.5,0.2857142857142857,100000,14185,85815,0,0.14185,0.85815,0,-0.503525
LA Chargers,UNDER,11.5,-320,1.3125,0.7619047619047619,100000,85815,14185,0,0.85815,0.14185,0,0.126321875
LA Chargers,OVER,12.5,450,5.5,0.18181818181818182,100000,6212,93788,0,0.06212,0.93788,0,-0.65834
LA Chargers,UNDER,12.5,-650,1.15384616,0.8666666620444444,100000,93788,6212,0,0.93788,0.06212,0,0.08216923654080005
LA Chargers,OVER,13.5,700,8,0.125,100000,2101,97899,0,0.02101,0.97899,0,-0.83192
LA Chargers,UNDER,13.5,-1200,1.08333334,0.9230769173964497,100000,97899,2101,0,0.97899,0.02101,0,0.06057250652660004
LA Chargers,OVER,14.5,1400,15,0.06666666666666667,100000,537,99463,0,0.00537,0.99463,0,-0.91945
LA Chargers,UNDER,14.5,-5000,1.02,0.9803921568627451,100000,99463,537,0,0.99463,0.00537,0,0.014522600000000017
LA Rams,OVER,2.5,-2500,1.04,0.9615384615384615,100000,97937,2063,0,0.97937,0.02063,0,0.01854480000000003
LA Rams,UNDER,2.5,900,10,0.1,100000,2063,97937,0,0.02063,0.97937,0,-0.7937
LA Rams,OVER,3.5,-800,1.125,0.8888888888888888,100000,93919,6081,0,0.93919,0.06081,0,0.05658874999999999
LA Rams,UNDER,3.5,550,6.5,0.15384615384615385,100000,6081,93919,0,0.06081,0.93919,0,-0.604735
LA Rams,OVER,4.5,-390,1.25641026,0.7959183650728863,100000,86276,13724,0,0.86276,0.13724,0,0.0839805159176
LA Rams,UNDER,4.5,280,3.8,0.2631578947368421,100000,13724,86276,0,0.13724,0.86276,0,-0.47848799999999997
LA Rams,OVER,5.5,-185,1.54054055,0.6491228030317021,100000,74209,25791,0,0.74209,0.25791,0,0.14321973674950006
LA Rams,UNDER,5.5,150,2.5,0.4,100000,25791,74209,0,0.25791,0.74209,0,-0.35522500000000007
LA Rams,OVER,6.5,-105,1.95238096,0.5121951199524093,100000,58722,41278,0,0.58722,0.41278,0,0.14647714733119993
LA Rams,UNDER,6.5,-115,1.86956522,0.5348837201838832,100000,41278,58722,0,0.41278,0.58722,0,-0.2282808684884
LA Rams,OVER,7.5,175,2.75,0.36363636363636365,100000,42081,57919,0,0.42081,0.57919,0,0.15722750000000008
LA Rams,UNDER,7.5,-215,1.46511628,0.682539682106324,100000,57919,42081,0,0.57919,0.42081,0,-0.15141930178680008
LA Rams,OVER,8.5,300,4,0.25,100000,26913,73087,0,0.26913,0.73087,0,0.07651999999999992
LA Rams,UNDER,8.5,-425,1.23529412,0.8095238079818594,100000,73087,26913,0,0.73087,0.26913,0,-0.09716058651559994
LA Rams,OVER,9.5,500,6,0.16666666666666666,100000,15019,84981,0,0.15019,0.84981,0,-0.09885999999999995
LA Rams,UNDER,9.5,-750,1.13333334,0.8823529359861592,100000,84981,15019,0,0.84981,0.15019,0,-0.03688199433459993
LA Rams,OVER,10.5,750,8.5,0.11764705882352941,100000,7170,92830,0,0.0717,0.9283,0,-0.39055000000000006
LA Rams,UNDER,10.5,-1400,1.07142858,0.9333333258666666,100000,92830,7170,0,0.9283,0.0717,0,-0.005392849185999929
LV Raiders,OVER,2.5,-1800,1.05555556,0.947368417063712,100000,98296,1704,0,0.98296,0.01704,0,0.03756889325759995
LV Raiders,UNDER,2.5,900,10,0.1,100000,1704,98296,0,0.01704,0.98296,0,-0.8295999999999999
LV Raiders,OVER,3.5,-750,1.13333334,0.8823529359861592,100000,94937,5063,0,0.94937,0.05063,0,0.07595267299580008
LV Raiders,UNDER,3.5,500,6,0.16666666666666666,100000,5063,94937,0,0.05063,0.94937,0,-0.6962200000000001
LV Raiders,OVER,4.5,-320,1.3125,0.7619047619047619,100000,88202,11798,0,0.88202,0.11798,0,0.15765125
LV Raiders,UNDER,4.5,250,3.5,0.2857142857142857,100000,11798,88202,0,0.11798,0.88202,0,-0.58707
LV Raiders,OVER,5.5,-155,1.6451613,0.607843133679354,100000,77354,22646,0,0.77354,0.22646,0,0.27259807200200004
LV Raiders,UNDER,5.5,120,2.2,0.45454545454545453,100000,22646,77354,0,0.22646,0.77354,0,-0.5017879999999999
LV Raiders,OVER,6.5,110,2.1,0.47619047619047616,100000,62476,37524,0,0.62476,0.37524,0,0.31199600000000005
LV Raiders,UNDER,6.5,-130,1.76923077,0.5652173910586011,100000,37524,62476,0,0.37524,0.62476,0,-0.33611384586519993
LV Raiders,OVER,7.5,195,2.95,0.3389830508474576,100000,45904,54096,0,0.45904,0.54096,0,0.35416800000000004
LV Raiders,UNDER,7.5,-240,1.41666667,0.7058823512802769,100000,54096,45904,0,0.54096,0.45904,0,-0.23363999819680006
LV Raiders,OVER,8.5,340,4.4,0.22727272727272727,100000,29970,70030,0,0.2997,0.7003,0,0.3186800000000002
LV Raiders,UNDER,8.5,-450,1.22222223,0.8181818129752066,100000,70030,29970,0,0.7003,0.2997,0,-0.14407777233099997
LV Raiders,OVER,9.5,550,6.5,0.15384615384615385,100000,17186,82814,0,0.17186,0.82814,0,0.11709000000000003
LV Raiders,UNDER,9.5,-900,1.11111112,0.8999999928000001,100000,82814,17186,0,0.82814,0.17186,0,-0.0798444370832001
LV Raiders,OVER,10.5,800,9,0.1111111111111111,100000,8452,91548,0,0.08452,0.91548,0,-0.23931999999999998
LV Raiders,UNDER,10.5,-1400,1.07142858,0.9333333258666666,100000,91548,8452,0,0.91548,0.08452,0,-0.019128563581599936
LV Raiders,OVER,11.5,1400,15,0.06666666666666667,100000,3509,96491,0,0.03509,0.96491,0,-0.47365
LV Raiders,UNDER,11.5,-5000,1.02,0.9803921568627451,100000,96491,3509,0,0.96491,0.03509,0,-0.015791799999999984
MIA Dolphins,OVER,4.5,-3500,1.02857143,0.9722222208719137,100000,97894,2106,0,0.97894,0.02106,0,0.006909715684199957
MIA Dolphins,UNDER,4.5,1000,11,0.09090909090909091,100000,2106,97894,0,0.02106,0.97894,0,-0.76834
MIA Dolphins,OVER,5.5,-1600,1.0625,0.9411764705882353,100000,94388,5612,0,0.94388,0.05612,0,0.0028725
MIA Dolphins,UNDER,5.5,750,8.5,0.11764705882352941,100000,5612,94388,0,0.05612,0.94388,0,-0.52298
MIA Dolphins,OVER,6.5,-600,1.16666667,0.8571428546938776,100000,87305,12695,0,0.87305,0.12695,0,0.018558336243499896
MIA Dolphins,UNDER,6.5,400,5,0.2,100000,12695,87305,0,0.12695,0.87305,0,-0.36524999999999996
MIA Dolphins,OVER,7.5,-300,1.33333334,0.74999999625,100000,76055,23945,0,0.76055,0.23945,0,0.014066671736999992
MIA Dolphins,UNDER,7.5,230,3.3,0.30303030303030304,100000,23945,76055,0,0.23945,0.76055,0,-0.20981499999999997
MIA Dolphins,OVER,8.5,-170,1.5882353,0.629629627297668,100000,60848,39152,0,0.60848,0.39152,0,-0.033590584655999955
MIA Dolphins,UNDER,8.5,140,2.4,0.4166666666666667,100000,39152,60848,0,0.39152,0.60848,0,-0.06035200000000007
MIA Dolphins,OVER,9.5,100,2,0.5,100000,43397,56603,0,0.43397,0.56603,0,-0.13206
MIA Dolphins,UNDER,9.5,-120,1.83333334,0.5454545434710744,100000,56603,43397,0,0.56603,0.43397,0,0.03772167044020003
MIA Dolphins,OVER,10.5,170,2.7,0.37037037037037035,100000,27066,72934,0,0.27066,0.72934,0,-0.2692179999999999
MIA Dolphins,UNDER,10.5,-215,1.46511628,0.682539682106324,100000,72934,27066,0,0.72934,0.27066,0,0.06856790765519993
MIA Dolphins,OVER,11.5,300,4,0.25,100000,14416,85584,0,0.14416,0.85584,0,-0.42336
MIA Dolphins,UNDER,11.5,-425,1.23529412,0.8095238079818594,100000,85584,14416,0,0.85584,0.14416,0,0.057214119660800034
MIA Dolphins,OVER,12.5,550,6.5,0.15384615384615385,100000,6266,93734,0,0.06266,0.93734,0,-0.59271
MIA Dolphins,UNDER,12.5,-900,1.11111112,0.8999999928000001,100000,93734,6266,0,0.93734,0.06266,0,0.0414888972207999
MIA Dolphins,OVER,13.5,1000,11,0.09090909090909091,100000,2127,97873,0,0.02127,0.97873,0,-0.76603
MIA Dolphins,UNDER,13.5,-3500,1.02857143,0.9722222208719137,100000,97873,2127,0,0.97873,0.02127,0,0.006693715683899953
MIA Dolphins,OVER,14.5,2000,21,0.047619047619047616,100000,553,99447,0,0.00553,0.99447,0,-0.8838699999999999
MIA Dolphins,UNDER,14.5,-10000,1.01,0.9900990099009901,100000,99447,553,0,0.99447,0.00553,0,0.0044147000000000075
MIN Vikings,OVER,4.5,-2000,1.05,0.9523809523809523,100000,95665,4335,0,0.95665,0.04335,0,0.004482500000000042
MIN Vikings,UNDER,4.5,1000,11,0.09090909090909091,100000,4335,95665,0,0.04335,0.95665,0,-0.52315
MIN Vikings,OVER,5.5,-600,1.16666667,0.8571428546938776,100000,89806,10194,0,0.89806,0.10194,0,0.047736669660199904
MIN Vikings,UNDER,5.5,400,5,0.2,100000,10194,89806,0,0.10194,0.89806,0,-0.49029999999999996
MIN Vikings,OVER,6.5,-380,1.2631579,0.7916666633680556,100000,79833,20167,0,0.79833,0.20167,0,0.008416846306999959
MIN Vikings,UNDER,6.5,285,3.85,0.2597402597402597,100000,20167,79833,0,0.20167,0.79833,0,-0.2235705
MIN Vikings,OVER,7.5,-175,1.57142858,0.6363636328925619,100000,65645,34355,0,0.65645,0.34355,0,0.03156429134100003
MIN Vikings,UNDER,7.5,140,2.4,0.4166666666666667,100000,34355,65645,0,0.34355,0.65645,0,-0.17547999999999997
MIN Vikings,OVER,8.5,-110,1.90909091,0.5238095235600907,100000,48807,51193,0,0.48807,0.51193,0,-0.06822999955629999
MIN Vikings,UNDER,8.5,-110,1.90909091,0.5238095235600907,100000,51193,48807,0,0.51193,0.48807,0,-0.022679090443700034
MIN Vikings,OVER,9.5,165,2.65,0.37735849056603776,100000,32255,67745,0,0.32255,0.67745,0,-0.14524250000000005
MIN Vikings,UNDER,9.5,-200,1.5,0.6666666666666666,100000,67745,32255,0,0.67745,0.32255,0,0.016174999999999995
MIN Vikings,OVER,10.5,245,3.45,0.2898550724637681,100000,18624,81376,0,0.18624,0.81376,0,-0.357472
MIN Vikings,UNDER,10.5,-320,1.3125,0.7619047619047619,100000,81376,18624,0,0.81376,0.18624,0,0.06806000000000004
MIN Vikings,OVER,11.5,500,6,0.16666666666666666,100000,9043,90957,0,0.09043,0.90957,0,-0.45742
MIN Vikings,UNDER,11.5,-750,1.13333334,0.8823529359861592,100000,90957,9043,0,0.90957,0.09043,0,0.03084600606380007
MIN Vikings,OVER,12.5,650,7.5,0.13333333333333333,100000,3564,96436,0,0.03564,0.96436,0,-0.7327
MIN Vikings,UNDER,12.5,-1000,1.1,0.9090909090909091,100000,96436,3564,0,0.96436,0.03564,0,0.06079600000000009
NE Patriots,OVER,3.5,-1000,1.1,0.9090909090909091,100000,97160,2840,0,0.9716,0.0284,0,0.0687600000000001
NE Patriots,UNDER,3.5,650,7.5,0.13333333333333333,100000,2840,97160,0,0.0284,0.9716,0,-0.787
NE Patriots,OVER,4.5,-425,1.23529412,0.8095238079818594,100000,92562,7438,0,0.92562,0.07438,0,0.14341294335440005
NE Patriots,UNDER,4.5,300,4,0.25,100000,7438,92562,0,0.07438,0.92562,0,-0.70248
NE Patriots,OVER,5.5,-215,1.46511628,0.682539682106324,100000,84255,15745,0,0.84255,0.15745,0,0.23443372171399993
NE Patriots,UNDER,5.5,170,2.7,0.37037037037037035,100000,15745,84255,0,0.15745,0.84255,0,-0.574885
NE Patriots,OVER,6.5,-140,1.71428572,0.5833333313888889,100000,71827,28173,0,0.71827,0.28173,0,0.23132000410439996
NE Patriots,UNDER,6.5,120,2.2,0.45454545454545453,100000,28173,71827,0,0.28173,0.71827,0,-0.3801939999999999
NE Patriots,OVER,7.5,140,2.4,0.4166666666666667,100000,56166,43834,0,0.56166,0.43834,0,0.347984
NE Patriots,UNDER,7.5,-160,1.625,0.6153846153846154,100000,43834,56166,0,0.43834,0.56166,0,-0.28769750000000005
NE Patriots,OVER,8.5,250,3.5,0.2857142857142857,100000,39527,60473,0,0.39527,0.60473,0,0.38344500000000004
NE Patriots,UNDER,8.5,-320,1.3125,0.7619047619047619,100000,60473,39527,0,0.60473,0.39527,0,-0.206291875
NE Patriots,OVER,9.5,350,4.5,0.2222222222222222,100000,24820,75180,0,0.2482,0.7518,0,0.1169
NE Patriots,UNDER,9.5,-475,1.21052632,0.8260869536483931,100000,75180,24820,0,0.7518,0.2482,0,-0.08992631262399997
NE Patriots,OVER,10.5,650,7.5,0.13333333333333333,100000,13383,86617,0,0.13383,0.86617,0,0.0037250000000000894
NE Patriots,UNDER,10.5,-1100,1.0909091,0.9166666590277779,100000,86617,13383,0,0.86617,0.13383,0,-0.05508726485300003
NE Patriots,OVER,11.5,1000,11,0.09090909090909091,100000,6049,93951,0,0.06049,0.93951,0,-0.33460999999999996
NE Patriots,UNDER,11.5,-3500,1.02857143,0.9722222208719137,100000,93951,6049,0,0.93951,0.06049,0,-0.03364685580070005
NE Patriots,OVER,12.5,2000,21,0.047619047619047616,100000,2303,97697,0,0.02303,0.97697,0,-0.51637
NE Patriots,UNDER,12.5,-10000,1.01,0.9900990099009901,100000,97697,2303,0,0.97697,0.02303,0,-0.01326029999999999
NO Saints,OVER,5.5,-2000,1.05,0.9523809523809523,100000,93046,6954,0,0.93046,0.06954,0,-0.023016999999999968
NO Saints,UNDER,5.5,850,9.5,0.10526315789473684,100000,6954,93046,0,0.06954,0.93046,0,-0.33936999999999995
NO Saints,OVER,6.5,-390,1.25641026,0.7959183650728863,100000,85356,14644,0,0.85356,0.14644,0,0.07242154152560001
NO Saints,UNDER,6.5,300,4,0.25,100000,14644,85356,0,0.14644,0.85356,0,-0.41424000000000005
NO Saints,OVER,7.5,-280,1.35714286,0.7368421037119114,100000,73446,26554,0,0.73446,0.26554,0,-0.003232855044400018
NO Saints,UNDER,7.5,200,3,0.3333333333333333,100000,26554,73446,0,0.26554,0.73446,0,-0.20338
NO Saints,OVER,8.5,-175,1.57142858,0.6363636328925619,100000,57992,42008,0,0.57992,0.42008,0,-0.08869713788639999
NO Saints,UNDER,8.5,140,2.4,0.4166666666666667,100000,42008,57992,0,0.42008,0.57992,0,0.008191999999999977
NO Saints,OVER,9.5,105,2.05,0.48780487804878053,100000,41200,58800,0,0.412,0.588,0,-0.15540000000000004
NO Saints,UNDER,9.5,-125,1.8,0.5555555555555556,100000,58800,41200,0,0.588,0.412,0,0.05840000000000001
NO Saints,OVER,10.5,160,2.6,0.3846153846153846,100000,25624,74376,0,0.25624,0.74376,0,-0.3337759999999999
NO Saints,UNDER,10.5,-215,1.46511628,0.682539682106324,100000,74376,25624,0,0.74376,0.25624,0,0.08969488441279994
