1448.8727940112835,23
1073.7346080453997,19
961.8384544521118,14
1285.8255019082578,22
1272.6935500633929,20
1589.3506066502682,24
1195.9954095381777,20
1654.1221514536414,27
1418.1367116672207,23
1165.3925502882933,20
1376.60856110858,22
1521.1399289827498,21
1196.9281525767233,15
1247.105737705927,18
1285.3495626310305,17
1174.7105489502678,22
1252.4527087131817,24
1436.4669941848554,21
1480.9856359147202,22
823.9413064611439,14
1507.659184748361,22
928.5509095269658,18
1611.4760695934797,22
1124.5998020922752,17
891.2218710899336,15
1288.1175014039468,20
1284.3959609732465,23
1143.8772473026252,17
1041.0502399748343,21
1463.705086082662,22
1304.9894036782327,21
1635.0219138171688,25
1252.356668375037,21
1509.3795673872726,23
1255.0443468087115,20
1237.701039739641,24
1579.8350859330722,22
861.2777814493826,19
1278.811927223867,26
1176.8219853550727,19
1088.5265432230349,18
1246.714411871088,21
1546.3170986101677,23
1379.5553398690531,23
1008.382468110011,18
1226.3904988025197,21
1017.5344140249192,17
1209.822769610517,20
1660.468613081004,22
956.6379472277696,17
1274.830833018123,22
982.0539027006413,21
1321.8205863001792,18
941.5425644850418,19
1297.5952952272164,19
1096.2747947528574,23
987.5563157660453,22
1027.9222784745186,21
1072.7380194940552,20
1251.0588994998218,22
1118.1113204747946,20
1553.7008684412133,21
947.3180440831693,22
1158.3376211240216,23
1330.7308443008699,19
1329.245619921457,21
1334.7088550585524,23
1245.7271643535764,18
1490.138942174361,21
1250.1202616341,21
937.3239540889286,17
1268.682709652822,21
1205.1770109682639,21
1398.0710827186113,22
1106.7312205769965,19
1183.7361641843113,20
990.1117686916784,17
1224.3032765339608,16
1239.7377478737833,20
1998.7392802329148,27
1797.6260962958538,26
1270.8954463954065,26
1118.5239583771172,19
1518.4101705520043,22
1334.2231212992476,22
1221.3166850176372,17
1793.0195155819088,28
1128.2448004593366,22
1001.4538696266037,19
845.0747153354547,17
1038.9769839122007,18
1286.0914946483704,23
1432.1335706932828,22
1224.9484426959646,20
1594.88104281717,23
1369.9164812294048,20
1139.7832444840483,21
921.1480948696588,15
1254.344857547038,21
1487.360392712527,22
1274.2705523674535,19
1151.7815757181388,19
1258.9252289524622,23
1156.7944460589854,20
1082.603148807614,20
1698.0367094324365,26
1730.072827892936,23
912.649839943748,18
1286.473660828675,20
1254.4379051267708,24
1035.7312013794294,18
1139.8544358584047,22
1151.7972650273916,20
1522.2653875251274,22
1402.0631503718673,21
1438.7174578213662,23
1231.2139184668936,24
837.4267665572736,16
1121.6098550589443,21
1486.6509275894796,20
1658.4764335644534,25
1074.2694049047388,23
1307.9553179546153,25
1572.0180916494128,23
1242.8029673156698,21
852.0200007142524,22
1201.0337636703546,21
1511.9528861737322,25
1279.5746271707965,21
1475.3141773438374,25
1364.285470241915,24
1633.0760767111856,25
1721.0787726566969,27
1403.9228323114314,22
1190.2128561474394,19
1142.2422036232917,20
1251.9071197856279,23
1666.611295067374,26
1389.3174457415046,26
1209.0995196608428,21
1190.7549988683363,21
1122.502241203746,15
1301.4711894402806,21
1315.5425046680587,19
1284.604093717385,19
954.3155666997118,18
964.2872563506836,18
1349.2256378415414,20
1146.8688267496352,18
1164.3399155339523,17
1302.1002128447876,20
1174.5610017192946,18
1341.9204052464095,20
984.435503569406,16
803.5374051222794,14
1446.1223583405963,22
1488.8294743344427,22
1398.8696050768408,21
1469.7606153164759,22
921.1994252109146,17
1592.7835726182902,23
1391.2402476766765,23
1388.8202850864432,19
1183.318991799546,20
1220.6275343759353,22
1236.3266381111373,17
1175.9110985219029,20
1393.0458785855192,23
1467.6475464979908,22
1621.7433168100933,23
1288.5782955098152,21
1223.9134017335032,24
1477.2948392749834,22
1482.1238816975867,21
1346.7368418078213,21
1545.1618031733146,23
1248.0862741894234,22
1409.2882133174044,22
1218.8422179484385,22
915.5328638810706,22
1404.2002519473,20
1326.331308055277,19
1715.3194358160672,26
872.7227244461176,18
1282.1565614738972,17
1050.5474413829606,19
1275.233676438368,21
1360.868828410688,23
1281.7753928797304,21
1073.841984589652,21
1578.7708429036766,24
1202.693474934178,19
915.8466500661333,20
1158.9992928021186,22
675.9329881392547,16
925.3115659592644,17
1181.723579496766,20
1059.2379583644583,18
1212.9063990511231,22
1183.7524883211067,19
1147.6063149741808,22
975.1331942166848,18
1083.1978915248508,24
1548.2265691669572,23
848.8330757635931,15
1664.2323241984259,24
1223.9376158697492,19
1568.7206160167907,25
1471.2049386642518,24
994.5014197655454,20
1451.055240411147,19
1135.7749433836455,21
1420.8571290641337,20
1353.5421023687768,21
1367.159697283298,20
1210.0067789080583,21
1476.2781176215913,22
1280.628712959519,21
1175.4035992468712,19
1357.9719289570894,24
1188.1276290511557,20
1390.188610508473,20
1000.4326134907687,20
989.6214097602815,18
1193.787207278037,21
1499.406608081217,21
1076.6005823287362,21
1301.0526567107825,21
1356.5761245714543,25
1332.8406482919954,20
1588.7668373805432,24
981.3456165430293,17
1040.7431648237878,19
1399.1176412664784,24
1077.1098047070964,20
1372.5194555310418,20
1321.4771445999386,24
1291.8443925239308,23
1539.265706342201,22
1286.9956704475244,24
986.1546165532342,18
1309.8500060986403,21
1671.174344749865,23
1883.7407244417068,27
1399.9595132768643,24
1205.851016438606,20
1493.9231491524256,22
1824.1383989338183,24
1485.0157025308492,22
1203.3222262697382,21
1428.0077358079552,23
1624.249706635692,22
1312.1254093885877,22
1019.9775024756126,19
1289.915423692636,21
